y4_hhid,farmer,output1,output2,prod_2,prod_3,maize,paddy,land_1,land_2,input,seedcost,fertile,herbi,pesti,capital,machin_1,machin_2,machin_3,irri_ratio,labour_total,laborE,labour_wage,hh_e66_m,hh_e66_f,hh_e66_t,hh_e66_c,head_sex,n_children,n_fam,n_female,edu_head,laborM,laborF,laborT,laborC,laborTC,laborM2,laborF2,laborT2,laborC2,laborTC2,laborM3,laborF3,laborT3,laborC3,laborTC3,output11,output22,input22,capital22,defl2014,input22_d,capital22_d,output22_d,output11_d,male_days,female_days,children_days,male_hours,female_hours,children_hours
5983-001,1,91000,0,0,0,1,0,1.5,1.0599999,75000,0,70000,0,5000,21000,21000,21000,0,0,7,22.4,10000,0,0,0,0,1,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,75,21,.92944002,80.693748,22.59425,0,97.908417,38,,,210,,
5984-001,1,0,937500,0,937500,1,0,15.4,5.0700002,464000,0,410000,50000,4000,35000,35000,35000,0,0,720,2304,630000,12,8,8,0,1,0,5,1,17,624,416,416,0,416,240,160,160,0,160,288,192,192,0,192,0,937.5,464,35,.92944002,499.22534,37.657082,1008.6719,0,105,104,57,585,583,336
5985-001,1,245000,315000,315000,0,1,0,4,2.98,75750,0,72000,0,3750,53000,53000,53000,0,0,0,0,0,40,40,8,0,1,1,8,1,14,2080,2080,416,0,416,800,800,160,0,160,960,960,192,0,192,245,315,75.75,53,.92944002,81.500687,57.023582,338.91376,263.59958,91,93,121,634,640,823
5997-001,1,0,0,0,0,1,0,4,0,0,0,0,0,0,16000,16000,16000,0,0,0,0,0,12,24,0,0,1,1,3,1,17,624,1248,0,0,0,240,480,0,0,0,288,576,0,0,0,0,0,0,16,.92944002,0,17.214666,0,0,8,8,,40,40,
5998-001,1,0,80000,80000,0,1,0,.5,.43000001,0,0,0,0,0,12000,12000,12000,0,0,0,0,0,36,0,0,0,1,0,1,0,14,1872,0,0,0,0,720,0,0,0,0,864,0,0,0,0,0,80,0,12,.92944002,0,12.911,86.073334,0,16,,,86,,
5999-001,1,80000,0,0,0,1,0,.69999999,.47,0,0,0,0,0,5000,5000,5000,0,0,10,32,30000,0,24,0,0,2,0,1,0,0,0,1248,0,0,0,0,480,0,0,0,0,576,0,0,0,80,0,0,5,.92944002,0,5.3795834,0,86.073334,,36,,,180,
6000-001,1,80000,0,0,0,1,0,1.2,.20999999,0,0,0,0,0,32000,32000,32000,0,0,42,134.39999,60000,0,4,0,0,2,0,1,0,0,0,208,0,0,0,0,80,0,0,0,0,96,0,0,0,80,0,0,32,.92944002,0,34.429333,0,86.073334,,76,,,380,
6001-001,1,0,0,0,0,1,0,1.5,.11,2100,0,0,0,2100,23000,23000,23000,0,0,0,0,0,0,0,0,12,2,0,3,1,0,0,0,0,624,624,0,0,0,240,240,0,0,0,288,288,0,0,2.0999999,23,.92944002,2.2594249,24.746082,0,0,,48,82,,238,406
6002-001,1,0,1200000,0,1200000,1,0,3.5,1.15,2400,0,0,0,2400,32000,32000,32000,0,0,0,0,0,2,4,0,0,1,0,4,1,17,104,208,0,0,0,40,80,0,0,0,48,96,0,0,0,0,1200,2.4000001,32,.92944002,2.5822001,34.429333,1291.1,0,119,145,108,714,870,648
6003-001,1,36000,354000,54000,300000,1,0,2.3,.67000002,46800,0,45000,0,1800,7000,7000,7000,0,0,29,92.800003,40000,0,15,0,0,2,0,2,1,0,0,780,0,0,0,0,300,0,0,0,0,360,0,0,0,36,354,46.799999,7,.92944002,50.352898,7.5314164,380.87448,38.732998,,93,4,,432,24
6018-001,1,0,0,0,0,1,0,1,0,48000,0,48000,0,0,36000,6000,6000,30000,0,14,44.799999,44000,0,0,0,0,1,1,6,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,36,.92944002,51.644001,38.732998,0,0,14,12,,70,62,
6021-001,1,0,0,0,0,1,0,1,0,120000,0,120000,0,0,30000,0,0,30000,0,4,12.8,20000,0,0,0,0,1,2,4,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,30,.92944002,129.11,32.2775,0,0,,41,,,194,
6035-001,1,140000,0,0,0,1,0,4,0,0,0,0,0,0,7000,7000,7000,0,0,0,0,0,30,0,0,0,1,0,1,0,17,1560,0,0,0,0,600,0,0,0,0,720,0,0,0,0,140,0,0,7,.92944002,0,7.5314164,0,150.62833,36,,,214,,
6036-001,1,90000,0,0,0,1,0,9,0,49500,3500,46000,0,0,123000,98000,98000,25000,0,0,0,0,24,24,0,0,1,0,2,1,17,1248,1248,0,0,0,480,480,0,0,0,576,576,0,0,0,90,0,49.5,123,.92944002,53.257874,132.33775,0,96.832497,18,,,120,,
6037-001,1,0,65000,65000,0,1,0,2.8,.83999997,0,0,0,0,0,20000,20000,20000,0,0,0,0,0,36,36,0,0,1,0,2,1,17,1872,1872,0,0,0,720,720,0,0,0,864,864,0,0,0,0,65,0,20,.92944002,0,21.518333,69.934586,0,19,19,,114,114,
6038-001,1,0,80000,80000,0,0,0,1,.83999997,0,0,0,0,0,32500,7500,7500,25000,0,3,9.6000004,25000,0,49,0,0,2,0,2,1,17,0,2548,0,0,0,0,980,0,0,0,0,1176,0,0,0,0,80,0,32.5,.92944002,0,34.967293,86.073334,0,,7,,,43,
6039-001,1,70000,0,0,0,1,0,2,.82999998,47000,0,47000,0,0,12000,17000,12000,0,0,0,0,0,0,5,0,0,2,0,2,1,0,0,260,0,0,0,0,100,0,0,0,0,120,0,0,0,70,0,47,12,.92944002,50.568085,12.911,0,75.314163,,32,,,192,
6040-001,1,1400000,325000,325000,0,1,0,10,8.9200001,0,0,0,0,0,45000,45000,45000,0,0,50,160,30000,5,0,0,0,1,0,4,0,0,260,0,0,0,0,100,0,0,0,0,120,0,0,0,0,1400,325,0,45,.92944002,0,48.416248,349.67291,1506.2833,54,,,324,,
6041-001,1,90000,0,0,0,1,0,2,1.24,0,0,0,0,0,8000,8000,8000,0,0,0,0,0,22,22,0,0,1,2,4,1,17,1144,1144,0,0,0,440,440,0,0,0,528,528,0,0,0,90,0,0,8,.92944002,0,8.6073332,0,96.832497,36,36,,180,180,
6042-001,1,0,125000,125000,0,1,0,11,11.690001,10000,10000,0,0,0,930000,930000,930000,0,0,7,22.4,21000,16,26,9,0,1,0,5,1,17,832,1352,468,0,468,320,520,180,0,180,384,624,216,0,216,0,125,10,930,.92944002,10.759167,1000.6025,134.48958,0,158,158,137,790,790,685
6057-001,1,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.92944002,0,0,0,0,,,,,,
6074-001,1,0,370000,270000,100000,0,0,4,7.7800002,160000,120000,40000,0,0,2000,2000,2000,0,0,82,262.39999,90000,20,0,0,0,1,1,5,1,1,1040,0,0,0,0,400,0,0,0,0,480,0,0,0,0,0,370,160,2,.92944002,172.14667,2.1518333,398.08917,0,94,40,,456,200,
6075-001,1,0,200000,200000,0,0,0,2,1.49,87000,87000,0,0,0,64000,64000,64000,0,0,0,0,0,0,42,0,35,1,2,6,1,12,0,2184,0,1820,1820,0,840,0,700,700,0,1008,0,840,840,0,200,87,64,.92944002,93.604752,68.858665,215.18333,0,30,206,174,156,1140,948
6076-001,1,10000,880000,880000,0,0,0,1.5,1.37,80000,80000,0,0,0,8500,8500,8500,0,0,114,364.79999,114000,10,16,0,42,1,1,4,1,17,520,832,0,2184,2184,200,320,0,840,840,240,384,0,1008,1008,10,880,80,8.5,.92944002,86.073334,9.1452913,946.80664,10.759167,59,44,,284,211,
6077-001,1,60000,180000,180000,0,0,0,2.5,8.6500006,43000,43000,0,0,0,15000,15000,15000,0,0,9,28.799999,6000,20,20,0,0,1,1,6,1,11,1040,1040,0,0,0,400,400,0,0,0,480,480,0,0,0,60,180,43,15,.92944002,46.264416,16.13875,193.66499,64.555,80,80,4,400,400,20
6078-001,1,30000,670000,600000,70000,0,0,2.5,4.0700002,0,0,0,0,0,10000,10000,10000,0,0,0,0,0,30,10,0,0,1,2,7,1,12,1560,520,0,0,0,600,200,0,0,0,720,240,0,0,0,30,670,0,10,.92944002,0,10.759167,720.86414,32.2775,86,86,,370,370,
6079-001,1,0,3000,0,3000,0,0,1.3,1.72,0,0,0,0,0,4500,4500,4500,0,0,4,12.8,0,0,1,0,0,2,0,2,0,0,0,52,0,0,0,0,20,0,0,0,0,24,0,0,0,0,3,0,4.5,.92944002,0,4.8416247,3.2277501,0,16,38,,16,70,
6080-001,1,0,0,0,0,0,0,.5,2.01,0,0,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,1,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,.92944002,0,13.986917,0,0,118,,236,611,,1222
6081-001,1,0,240000,240000,0,0,0,5,4.9699998,0,0,0,0,0,11500,11500,11500,0,0,74,236.8,114000,0,30,0,30,1,2,7,1,14,0,1560,0,1560,1560,0,600,0,600,600,0,720,0,720,720,0,240,0,11.5,.92944002,0,12.373041,258.22,0,91,65,52,455,325,260
6092-001,1,0,28800,0,28800,0,0,.5,.28999999,2400,2400,0,0,0,11000,11000,11000,0,0,0,0,0,0,48,0,0,2,0,3,2,17,0,2496,0,0,0,0,960,0,0,0,0,1152,0,0,0,0,28.799999,2.4000001,11,.92944002,2.5822001,11.835083,30.986399,0,,34,,,166,
6093-001,1,0,0,0,0,0,0,.60000002,.079999998,0,0,0,0,0,9000,9000,9000,0,0,0,0,0,0,8,0,0,2,0,1,0,14,0,416,0,0,0,0,160,0,0,0,0,192,0,0,0,0,0,0,9,.92944002,0,9.6832495,0,0,,249,,,666,
6094-001,1,0,30000,0,30000,0,0,.60000002,.28,1800,1800,0,0,0,14000,14000,14000,0,0,0,0,0,50,18,12,4,2,0,6,0,13,2600,936,624,208,832,1000,360,240,80,320,1200,432,288,96,384,0,30,1.8,14,.92944002,1.9366499,15.062833,32.2775,0,456,206,63,1534,604,232
6095-001,1,0,55000,0,55000,0,0,2,1.16,2500,2500,0,0,0,18000,18000,18000,0,0,30,96,15000,66,147,0,0,1,3,7,2,24,3432,7644,0,0,0,1320,2940,0,0,0,1584,3528,0,0,0,0,55,2.5,18,.92944002,2.6897917,19.366499,59.175415,0,77,571,,539,3997,
6096-001,1,0,45000,0,45000,0,0,4,1.79,0,0,0,0,0,67000,67000,67000,0,0,60,192,89000,12,12,0,18,2,1,4,1,17,624,624,0,936,936,240,240,0,360,360,288,288,0,432,432,0,45,0,67,.92944002,0,72.086418,48.416248,0,58,58,,232,232,
6097-001,1,0,444000,156000,288000,0,0,2.5,.70999998,4600,4600,0,0,0,11000,11000,11000,0,0,68,217.60001,0,0,9,0,9,2,0,2,0,0,0,468,0,468,468,0,180,0,180,180,0,216,0,216,216,0,444,4.5999999,11,.92944002,4.9492164,11.835083,477.707,0,,99,71,,264,188
6098-001,1,0,43000,0,43000,0,0,3.7,.15000001,600,600,0,0,0,9000,9000,9000,0,.16666667,0,0,0,42,12,0,0,1,3,6,1,17,2184,624,0,0,0,840,240,0,0,0,1008,288,0,0,0,0,43,.60000002,9,.92944002,.64555001,9.6832495,46.264416,0,31,67,7,142,173,10
6099-001,1,0,65000,0,65000,0,0,1,.76999998,0,0,0,0,0,15000,15000,15000,0,0,0,0,0,0,42,0,18,2,0,2,1,17,0,2184,0,936,936,0,840,0,360,360,0,1008,0,432,432,0,65,0,15,.92944002,0,16.13875,69.934586,0,,9,9,,37,37
6111-001,1,0,415500,5000,410500,0,0,4,1.3200001,0,0,0,0,0,24500,24500,24500,0,0,0,0,0,20,24,0,0,1,0,3,0,14,1040,1248,0,0,0,400,480,0,0,0,480,576,0,0,0,0,415.5,0,24.5,.92944002,0,26.359959,447.04337,0,179,179,,889,889,
6112-001,1,0,160500,100000,60500,0,0,2,1.25,134500,122500,0,12000,0,19000,19000,19000,0,0,0,0,0,14,14,14,24,1,1,8,1,17,728,728,728,1248,1976,280,280,280,480,760,336,336,336,576,912,0,160.5,134.5,19,.92944002,144.71078,20.442417,172.68462,0,136,185,197,591,721,806
6113-001,1,0,0,0,0,0,0,1,.99000001,2000,2000,0,0,0,6000,6000,6000,0,0,0,0,0,24,0,0,0,1,0,1,0,0,1248,0,0,0,0,480,0,0,0,0,576,0,0,0,0,0,0,2,6,.92944002,2.1518333,6.4555001,0,0,145,,,442,,
6114-001,1,0,50000,0,50000,1,0,.69999999,.38,19500,12000,7500,0,0,9000,9000,9000,0,0,0,0,0,15,15,0,0,1,1,3,1,0,780,780,0,0,0,300,300,0,0,0,360,360,0,0,0,0,50,19.5,9,.92944002,20.980375,9.6832495,53.795834,0,57,79,,234,336,
6115-001,1,0,242000,0,242000,0,0,2,3.1199999,0,0,0,0,0,19500,19500,19500,0,0,0,0,0,20,10,0,0,2,0,2,0,17,1040,520,0,0,0,400,200,0,0,0,480,240,0,0,0,0,242,0,19.5,.92944002,0,20.980375,260.37183,0,72,72,,220,220,
6116-001,1,0,169100,80000,89100,0,0,.40000001,1.58,135500,117500,0,18000,0,3500,3500,3500,0,0,3,9.6000004,0,0,37,4,0,2,2,6,2,17,0,1924,208,0,208,0,740,80,0,80,0,888,96,0,96,0,169.10001,135.5,3.5,.92944002,145.78671,3.7657082,181.93752,0,16,197,16,86,1116,86
6117-001,1,0,264000,180000,84000,1,0,1.3000001,1.9000001,0,0,0,0,0,6000,6000,6000,0,0,0,0,0,10,23,0,28,1,3,7,1,16,520,1196,0,1456,1456,200,460,0,560,560,240,552,0,672,672,0,264,0,6,.92944002,0,6.4555001,284.04199,0,135,135,84,466,466,286
6118-001,1,0,467400,120000,347400,0,0,.80000001,.87,0,0,0,0,0,6000,6000,6000,0,0,0,0,0,0,3,0,0,2,0,2,2,12,0,156,0,0,0,0,60,0,0,0,0,72,0,0,0,0,467.39999,0,6,.92944002,0,6.4555001,502.88345,0,,130,,,475,
6130-001,1,120000,0,0,0,0,0,2,2.5999999,10000,10000,0,0,0,11000,11000,11000,0,0,7,22.4,37000,70,70,0,0,1,2,4,1,16,3640,3640,0,0,0,1400,1400,0,0,0,1680,1680,0,0,0,120,0,10,11,.92944002,10.759167,11.835083,0,129.11,53,53,,333,333,
6131-001,1,1750000,0,0,0,1,1,2,7.2200003,20000,20000,0,0,0,2341000,2341000,2341000,0,0,0,0,0,18,18,0,30,1,3,7,1,17,936,936,0,1560,1560,360,360,0,600,600,432,432,0,720,720,1750,0,20,2341,.92944002,21.518333,2518.7209,0,1882.8541,147,147,,735,735,
6132-001,1,276000,0,0,0,1,1,5,3.3699999,0,0,0,0,0,5000,5000,5000,0,0,20,64,36000,4,8,0,8,1,2,5,1,12,208,416,0,416,416,80,160,0,160,160,96,192,0,192,192,276,0,0,5,.92944002,0,5.3795834,0,296.953,80,97,35,512,614,214
6133-001,1,435000,0,0,0,1,1,4,0,20000,20000,0,0,0,2106000,2106000,2106000,0,0,29,92.800003,74000,30,0,0,0,1,2,4,1,13,1560,0,0,0,0,600,0,0,0,0,720,0,0,0,0,435,0,20,2106,.92944002,21.518333,2265.8804,0,468.02374,70,83,,344,407,
6134-001,1,0,0,0,0,1,0,.5,0,4000,4000,0,0,0,15000,15000,15000,0,0,0,0,0,0,8,0,0,1,1,3,1,12,0,416,0,0,0,0,160,0,0,0,0,192,0,0,0,0,0,4,15,.92944002,4.3036666,16.13875,0,0,2,23,,10,115,
6135-001,1,0,0,0,0,1,0,2,0,30000,30000,0,0,0,2000,2000,2000,0,0,0,0,0,0,0,0,0,1,1,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,.92944002,32.2775,2.1518333,0,0,109,109,,436,436,
6137-001,1,1350000,282000,282000,0,1,0,30,57.599998,394000,394000,0,0,0,969000,14000,14000,955000,0,23,73.599998,115000,0,0,0,0,1,5,12,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,282,394,969,.92944002,423.91116,1042.5632,303.40851,1452.4874,110,482,,770,3366,
6149-001,1,0,343000,0,343000,0,0,2.5,1.28,0,0,0,0,0,20000,20000,20000,0,0,201,643.20001,281500,0,0,0,0,1,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,20,.92944002,0,21.518333,369.0394,0,24,,20,24,,20
6150-001,1,0,210000,0,210000,0,0,1,.84999996,100000,0,96000,0,4000,6500,6500,6500,0,0,4,12.8,17500,0,30,0,0,2,0,2,1,0,0,1560,0,0,0,0,600,0,0,0,0,720,0,0,0,0,210,100,6.5,.92944002,107.59167,6.9934583,225.9425,0,,290,,,750,
6151-001,1,0,210000,0,210000,0,0,1.5,1.26,0,0,0,0,0,3000,3000,3000,0,0,0,0,0,0,25,0,8,2,0,3,0,14,0,1300,0,416,416,0,500,0,160,160,0,600,0,192,192,0,210,0,3,.92944002,0,3.2277501,225.9425,0,,82,64,,288,218
6152-001,1,0,2630000,1060000,1570000,0,0,4.3000002,4.25,0,0,0,0,0,27000,27000,27000,0,0,28,89.599998,68000,40,64,0,0,1,0,8,1,18,2080,3328,0,0,0,800,1280,0,0,0,960,1536,0,0,0,0,2630,0,27,.92944002,0,29.049749,2829.6609,0,166,272,38,898,1474,210
6153-001,1,120000,224000,144000,80000,0,0,8,1.86,318000,8000,300000,0,10000,14000,9000,9000,5000,0,50,160,50000,0,28,0,10,1,0,6,1,24,0,1456,0,520,520,0,560,0,200,200,0,672,0,240,240,120,224,318,14,.92944002,342.14151,15.062833,241.00533,129.11,60,78,0,244,320,0
6154-001,1,0,6000,0,6000,0,0,.40000001,.14,7500,7500,0,0,0,4000,4000,4000,0,0,0,0,0,10,0,0,0,1,0,2,1,14,520,0,0,0,0,200,0,0,0,0,240,0,0,0,0,0,6,7.5,4,.92944002,8.069375,4.3036666,6.4555001,0,13,42,,53,161,
6155-001,1,0,2045000,0,2045000,0,0,3,.62,0,0,0,0,0,27000,27000,27000,0,0,0,0,0,9,12,0,0,1,1,5,2,22,468,624,0,0,0,180,240,0,0,0,216,288,0,0,0,0,2045,0,27,.92944002,0,29.049749,2200.2495,0,124,155,31,656,818,162
6156-001,1,0,25000,0,25000,0,0,.80000001,.63999999,33500,33500,0,0,0,10000,10000,10000,0,0,0,0,0,0,56,3,12,2,1,7,2,0,0,2912,156,624,780,0,1120,60,240,300,0,1344,72,288,360,0,25,33.5,10,.92944002,36.043209,10.759167,26.897917,0,,321,82,,957,238
6168-001,1,36000,0,0,0,0,0,2,0,7250,7250,0,0,0,11000,11000,11000,0,0,0,0,0,0,0,0,0,1,2,4,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,7.25,11,.92944002,7.800396,11.835083,0,38.732998,65,65,,260,260,
6169-001,1,0,0,0,0,1,0,2.0999999,.090000004,17000,17000,0,0,0,3000,3000,3000,0,0,4,12.8,8000,0,0,0,0,2,1,9,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,.92944002,18.290583,3.2277501,0,0,,94,23,,904,221
6170-001,1,0,0,0,0,0,0,1.3000001,.43000001,24500,24500,0,0,0,2000,2000,2000,0,0,0,0,0,0,3,0,0,2,2,6,1,0,0,156,0,0,0,0,60,0,0,0,0,72,0,0,0,0,0,24.5,2,.92944002,26.359959,2.1518333,0,0,,114,114,,310,310
6171-001,1,45000,45000,35000,10000,0,0,2,1.4400001,60000,60000,0,0,0,12000,12000,12000,0,0,0,0,0,0,0,0,0,2,0,5,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,60,12,.92944002,64.555,12.911,48.416248,48.416248,63,562,123,266,2450,506
6172-001,1,6000,75000,60000,15000,0,0,1.7,.13,21500,21500,0,0,0,4000,4000,4000,0,0,3,9.6000004,10000,3,2,2,0,1,1,12,2,14,156,104,104,0,104,60,40,40,0,40,72,48,48,0,48,6,75,21.5,4,.92944002,23.132208,4.3036666,80.693748,6.4555001,5,74,25,13,463,113
6173-001,1,7000,0,0,0,1,0,1.5,.77999997,12000,12000,0,0,0,4000,4000,4000,0,0,0,0,0,25,25,0,0,1,1,3,1,0,1300,1300,0,0,0,500,500,0,0,0,600,600,0,0,0,7,0,12,4,.92944002,12.911,4.3036666,0,7.5314164,43,46,,242,248,
6174-001,1,0,6000,0,6000,0,0,2.4000001,2.29,3450,3450,0,0,0,8000,8000,8000,0,0,0,0,0,0,0,0,0,1,2,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.45,8,.92944002,3.7119126,8.6073332,6.4555001,0,16,24,42,120,124,144
6175-001,1,0,108000,48000,60000,0,0,1.8000001,.55000001,2800,2800,0,0,0,15000,15000,15000,0,0,3,9.6000004,0,0,0,0,8,1,2,8,1,0,0,0,0,416,416,0,0,0,160,160,0,0,0,192,192,0,108,2.8,15,.92944002,3.0125666,16.13875,116.199,0,22,24,27,88,96,108
6187-001,1,82000,872000,746000,126000,0,0,6,8.3299999,0,0,0,0,0,12000,12000,12000,0,0,48,153.60001,115000,27,15,0,21,1,2,6,1,0,1404,780,0,1092,1092,540,300,0,420,420,648,360,0,504,504,82,872,0,12,.92944002,0,12.911,938.19934,88.225166,123,136,,502,557,
6188-001,1,0,88000,70000,18000,0,0,2,2.8599999,120000,120000,0,0,0,11000,11000,11000,0,0,0,0,0,24,49,60,10,1,1,8,1,0,1248,2548,3120,520,3640,480,980,1200,200,1400,576,1176,1440,240,1680,0,88,120,11,.92944002,129.11,11.835083,94.680664,0,171,171,,1086,1086,
6189-001,1,20000,113000,105000,8000,0,0,1.3000001,.31999999,35100,35100,0,0,0,4000,4000,4000,0,0,0,0,0,14,14,0,0,1,0,2,1,15,728,728,0,0,0,280,280,0,0,0,336,336,0,0,0,20,113,35.099998,4,.92944002,37.764671,4.3036666,121.57858,21.518333,145,145,,711,711,
6191-001,1,0,65000,0,65000,0,0,1.5,2.48,0,0,0,0,0,13500,13500,13500,0,0,0,0,0,30,12,0,0,1,2,7,1,0,1560,624,0,0,0,600,240,0,0,0,720,288,0,0,0,0,65,0,13.5,.92944002,0,14.524875,69.934586,0,50,50,100,193,193,386
6192-001,1,0,0,0,0,0,0,.5,.23999999,0,0,0,0,0,1000,1000,1000,0,0,19,60.799999,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.92944002,0,1.0759166,0,0,,92,,,92,
6193-001,1,0,0,0,0,0,0,3,5.7800002,2550,2550,0,0,0,1500,1500,1500,0,0,0,0,0,0,0,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,1.5,.92944002,2.7435875,1.613875,0,0,,38,,,147,
6194-001,1,0,225000,225000,0,0,0,2.3,1.54,43500,43500,0,0,0,15000,15000,15000,0,0,0,0,0,6,6,0,6,1,3,7,1,11,312,312,0,312,312,120,120,0,120,120,144,144,0,144,144,0,225,43.5,15,.92944002,46.802376,16.13875,242.08125,0,111,112,5,711,717,31
6195-001,1,25000,75000,75000,0,0,0,2,1.58,60500,60500,0,0,0,5000,5000,5000,0,0,0,0,0,0,8,0,0,1,1,4,1,0,0,416,0,0,0,0,160,0,0,0,0,192,0,0,0,25,75,60.5,5,.92944002,65.092957,5.3795834,80.693748,26.897917,105,105,,630,630,
6206-001,1,0,188000,90000,98000,0,0,2.2,2.6200001,0,0,0,0,0,2100,2100,2100,0,0,28,89.599998,52000,28,28,0,0,1,0,2,1,13,1456,1456,0,0,0,560,560,0,0,0,672,672,0,0,0,0,188,0,2.0999999,.92944002,0,2.2594249,202.27234,0,90,138,,521,755,
6207-001,1,0,0,0,0,1,0,.30000001,.40000001,35000,35000,0,0,0,4000,4000,4000,0,0,0,0,0,0,5,0,0,2,0,2,1,0,0,260,0,0,0,0,100,0,0,0,0,120,0,0,0,0,0,35,4,.92944002,37.657082,4.3036666,0,0,,93,10,,422,50
6208-001,1,600000,3360000,2210000,1150000,0,0,5,22.889999,391000,135000,240000,0,16000,263000,263000,263000,0,.5,165,528,330000,10,0,0,0,1,1,5,1,17,520,0,0,0,0,200,0,0,0,0,240,0,0,0,0,600,3360,391,263,.92944002,420.68341,282.96609,3615.0801,645.54999,49,43,,243,213,
6209-001,1,0,0,0,0,0,0,.89999998,.050000001,36000,36000,0,0,0,5000,5000,5000,0,0,0,0,0,0,8,0,0,1,1,5,1,14,0,416,0,0,0,0,160,0,0,0,0,192,0,0,0,0,0,36,5,.92944002,38.732998,5.3795834,0,0,44,6,,192,22,
6210-001,1,0,185000,125000,60000,0,0,2.3,2.52,35000,35000,0,0,0,10000,10000,10000,0,0,4,12.8,8000,25,16,10,0,1,0,5,1,14,1300,832,520,0,520,500,320,200,0,200,600,384,240,0,240,0,185,35,10,.92944002,37.657082,10.759167,199.04459,0,200,154,81,956,728,379
6211-001,1,0,7000,7000,0,0,0,1.1,.54000002,0,0,0,0,0,9000,9000,9000,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,.92944002,0,9.6832495,7.5314164,0,,168,168,,776,776
6212-001,1,0,200000,0,200000,0,0,6,8.6199999,0,0,0,0,0,22000,22000,22000,0,0,0,0,0,28,14,0,0,1,1,4,0,12,1456,728,0,0,0,560,280,0,0,0,672,336,0,0,0,0,200,0,22,.92944002,0,23.670166,215.18333,0,134,117,,781,679,
6213-001,1,108000,782000,542000,240000,0,0,5.0999999,1.4400001,90000,90000,0,0,0,55000,55000,55000,0,0,382,1222.4,795000,14,30,0,0,1,0,3,1,17,728,1560,0,0,0,280,600,0,0,0,336,720,0,0,0,108,782,90,55,.92944002,96.832497,59.175415,841.36682,116.199,27,116,4,164,753,34
6226-001,1,20000,0,0,0,0,0,1,0,0,0,0,0,0,18000,18000,18000,0,0,0,0,0,0,8,0,0,1,1,4,1,22,0,416,0,0,0,0,160,0,0,0,0,192,0,0,0,20,0,0,18,.92944002,0,19.366499,0,21.518333,80,80,,491,491,
6227-001,1,0,0,0,0,0,0,.30000001,.34,5500,5500,0,0,0,4000,4000,4000,0,0,0,0,0,1,3,0,0,1,0,7,4,33,52,156,0,0,0,20,60,0,0,0,24,72,0,0,0,0,0,5.5,4,.92944002,5.9175415,4.3036666,0,0,10,22,,15,36,
6232-001,1,0,0,0,0,0,0,.5,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,1,1,3,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.92944002,0,0,0,0,,,,,,
6244-001,1,180000,140000,140000,0,1,0,3,1.23,8000,8000,0,0,0,13000,13000,13000,0,0,20,64,31000,28,18,0,0,1,2,4,1,17,1456,936,0,0,0,560,360,0,0,0,672,432,0,0,0,180,140,8,13,.92944002,8.6073332,13.986917,150.62833,193.66499,143,108,,730,552,
6245-001,1,72000,309000,50000,259000,0,0,3,5.0299997,12000,12000,0,0,0,14000,14000,14000,0,0,0,0,0,24,24,0,0,1,1,6,1,17,1248,1248,0,0,0,480,480,0,0,0,576,576,0,0,0,72,309,12,14,.92944002,12.911,15.062833,332.45825,77.465996,217,217,93,1347,1347,642
6246-001,1,72000,418000,268000,150000,0,0,1.3,.81,0,0,0,0,0,11500,11500,11500,0,0,0,0,0,30,0,0,0,1,0,1,0,17,1560,0,0,0,0,600,0,0,0,0,720,0,0,0,0,72,418,0,11.5,.92944002,0,12.373041,449.73315,77.465996,186,,,858,,
6247-001,1,60000,750000,270000,480000,0,0,1.5,1.46,0,0,0,0,0,6000,6000,6000,0,0,5,16,10000,30,0,0,0,1,3,6,1,22,1560,0,0,0,0,600,0,0,0,0,720,0,0,0,0,60,750,0,6,.92944002,0,6.4555001,806.9375,64.555,99,99,,451,451,
