y4_hhid,farmer,output1,output2,prod_2,prod_3,maize,paddy,land_1,land_2,input,seedcost,fertile,herbi,pesti,capital,machin_1,machin_2,machin_3,irri_ratio,labour_total,laborE,labour_wage,hh_e66_m,hh_e66_f,hh_e66_t,hh_e66_c,head_sex,n_children,n_fam,n_female,edu_head,laborM,laborF,laborT,laborC,laborTC,laborM2,laborF2,laborT2,laborC2,laborTC2,laborM3,laborF3,laborT3,laborC3,laborTC3,output11,output22,input22,capital22,defl2014,input22_d,capital22_d,output22_d,output11_d,male_days,female_days,children_days,male_hours,female_hours,children_hours
7726-001,1,0,28000,28000,0,1,0,2,0,7500,7500,0,0,0,20000,20000,20000,0,0,4,12.8,10000,24,18,0,0,1,2,6,1,0,1248,936,0,0,0,480,360,0,0,0,576,432,0,0,0,0,28,7.5,20,.92944002,8.069375,21.518333,30.125666,0,34,34,,204,204,
7727-001,1,70000,60000,60000,0,1,0,2.5,0,0,0,0,0,0,15000,15000,15000,0,0,0,0,0,10,20,0,0,2,2,5,2,0,520,1040,0,0,0,200,400,0,0,0,240,480,0,0,0,70,60,0,15,.92944002,0,16.13875,64.555,75.314163,38,76,,243,486,
7728-001,1,60000,60000,60000,0,1,0,4.5,2.49,0,0,0,0,0,20000,20000,20000,0,0,0,0,0,12,24,12,0,1,0,4,2,0,624,1248,624,0,624,240,480,240,0,240,288,576,288,0,288,60,60,0,20,.92944002,0,21.518333,64.555,64.555,25,50,25,124,248,124
7729-001,1,0,150000,150000,0,0,0,1,.89999998,0,0,0,0,0,38500,2500,2500,36000,0,20,64,54000,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,38.5,.92944002,0,41.422791,161.3875,0,,18,,,79,
7730-001,1,300000,0,0,0,1,0,3,2.1099999,4000,4000,0,0,0,10000,10000,10000,0,0,7,22.4,28000,16,0,0,0,1,1,3,1,17,832,0,0,0,0,320,0,0,0,0,384,0,0,0,0,300,0,4,10,.92944002,4.3036666,10.759167,0,322.77499,18,18,,152,152,
7731-001,1,60000,0,0,0,1,0,5,0,15000,15000,0,0,0,15000,15000,15000,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,15,15,.92944002,16.13875,16.13875,0,64.555,67,67,,670,670,
7732-001,1,500000,90000,90000,0,1,0,34,29.200001,17000,0,0,0,17000,1791000,1271000,1271000,520000,0,235,752,601000,30,40,0,24,1,1,9,2,0,1560,2080,0,1248,1248,600,800,0,480,480,720,960,0,576,576,500,90,17,1791,.92944002,18.290583,1926.9667,96.832497,537.95831,68,148,74,654,1438,719
7733-001,1,2402000,995000,815000,180000,1,0,20,8.5300007,159000,2000,75000,25000,57000,1793000,1793000,1793000,0,.16666667,44,140.8,210000,48,48,0,0,1,0,4,2,17,2496,2496,0,0,0,960,960,0,0,0,1152,1152,0,0,0,2402,995,159,1793,.92944002,171.07076,1929.1185,1070.5371,2584.3518,128,128,,888,888,
7747-001,1,60000,0,0,0,1,0,1,0,0,0,0,0,0,8000,8000,8000,0,0,3,9.6000004,15000,0,4,4,0,2,1,6,1,15,0,208,208,0,208,0,80,80,0,80,0,96,96,0,96,60,0,0,8,.92944002,0,8.6073332,0,64.555,,12,12,,120,120
7749-001,1,0,24000,24000,0,1,0,1,0,4500,4500,0,0,0,74000,28000,28000,46000,0,50,160,47000,0,45,15,0,2,1,6,3,0,0,2340,780,0,780,0,900,300,0,300,0,1080,360,0,360,0,24,4.5,74,.92944002,4.8416247,79.617836,25.822001,0,,55,7,,660,84
7764-001,1,0,5000,5000,0,0,1,1,.63999999,2000,2000,0,0,0,8000,8000,8000,0,.25,3,9.6000004,18000,0,3,0,0,2,0,2,0,0,0,156,0,0,0,0,60,0,0,0,0,72,0,0,0,0,5,2,8,.92944002,2.1518333,8.6073332,5.3795834,0,,89,,,465,
7765-001,1,0,299000,299000,0,0,1,1.5,.86000001,6000,6000,0,0,0,5000,5000,5000,0,0,0,0,0,18,9,0,0,1,0,2,0,0,936,468,0,0,0,360,180,0,0,0,432,216,0,0,0,0,299,6,5,.92944002,6.4555001,5.3795834,321.69907,0,57,42,,350,327,
7766-001,1,0,250000,250000,0,1,0,1.5,2.1199999,0,0,0,0,0,18000,18000,18000,0,0,5,16,0,0,0,0,0,1,1,4,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,18,.92944002,0,19.366499,268.97916,0,101,101,,870,870,
7767-001,1,0,136000,136000,0,1,0,3,2.76,7000,7000,0,0,0,14000,14000,14000,0,0,0,0,0,0,0,0,0,1,2,4,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,7,14,.92944002,7.5314164,15.062833,146.32466,0,45,,,253,,
7768-001,1,60000,200000,0,200000,0,1,4.5,5.4099998,0,0,0,0,0,10500,10500,10500,0,0,0,0,0,0,32,0,0,2,1,4,1,0,0,1664,0,0,0,0,640,0,0,0,0,768,0,0,0,60,200,0,10.5,.92944002,0,11.297125,215.18333,64.555,,194,,,1305,
7770-001,1,40000,0,0,0,1,1,1.6,.91999996,1500,1500,0,0,0,4000,4000,4000,0,0,32,102.4,0,0,132,0,0,2,2,4,1,17,0,6864,0,0,0,0,2640,0,0,0,0,3168,0,0,0,40,0,1.5,4,.92944002,1.613875,4.3036666,0,43.036667,,79,,,596,
7771-001,1,0,155000,155000,0,0,0,6,6.8099999,40000,15000,0,0,25000,16000,16000,16000,0,0,0,0,0,0,21,0,0,2,1,7,1,0,0,1092,0,0,0,0,420,0,0,0,0,504,0,0,0,0,155,40,16,.92944002,43.036667,17.214666,166.76707,0,88,88,,598,598,
7772-001,1,4500,260000,240000,20000,1,0,2.5,3.4199998,3700,3700,0,0,0,12500,12500,12500,0,0,0,0,0,63,63,0,0,1,1,4,1,12,3276,3276,0,0,0,1260,1260,0,0,0,1512,1512,0,0,0,4.5,260,3.7,12.5,.92944002,3.9808917,13.448958,279.73834,4.8416247,75,29,,456,176,
7783-001,1,0,0,0,0,1,0,1,.27000001,40000,16000,24000,0,0,7000,7000,7000,0,0,3,9.6000004,5000,0,12,0,0,2,1,2,1,17,0,624,0,0,0,0,240,0,0,0,0,288,0,0,0,0,0,40,7,.92944002,43.036667,7.5314164,0,0,,49,,,190,
7784-001,1,196000,4221300,390000,3831300,1,0,115,12.280001,316000,37000,180000,0,99000,590000,590000,590000,0,0,134,428.79999,440000,20,21,21,12,1,1,5,1,0,1040,1092,1092,624,1716,400,420,420,240,660,480,504,504,288,792,196,4221.2998,316,590,.92944002,339.98965,634.79083,4541.7666,210.87967,152,152,153,1007,1016,1023
7785-001,1,0,120000,0,120000,1,0,6.5,3.1400001,75000,0,75000,0,0,27000,27000,27000,0,0,0,0,0,0,0,0,0,1,0,9,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,75,27,.92944002,80.693748,29.049749,129.11,0,49,24,5,150,72,12
7786-001,1,0,0,0,0,1,0,1.8000001,.1,4000,4000,0,0,0,10000,10000,10000,0,0,0,0,0,0,12,0,0,2,2,4,1,14,0,624,0,0,0,0,240,0,0,0,0,288,0,0,0,0,0,4,10,.92944002,4.3036666,10.759167,0,0,,87,,,439,
7787-001,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5000,5000,5000,0,0,0,0,0,0,3,0,0,2,0,1,1,12,0,156,0,0,0,0,60,0,0,0,0,72,0,0,0,0,0,0,5,.92944002,0,5.3795834,0,0,,46,,,276,
7788-001,1,0,0,0,0,1,0,.30000001,.079999998,2000,2000,0,0,0,12000,12000,12000,0,0,0,0,0,0,0,0,0,2,0,5,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,.92944002,2.1518333,12.911,0,0,,8,6,,20,14
7789-001,1,0,175000,0,175000,1,0,4,1.9,0,0,0,0,0,26000,26000,26000,0,0,24,76.800003,22000,12,16,0,0,1,0,2,1,17,624,832,0,0,0,240,320,0,0,0,288,384,0,0,0,0,175,0,26,.92944002,0,27.973833,188.28542,0,145,232,,586,922,
7790-001,1,0,0,0,0,1,0,2.2,.11,0,0,0,0,0,24000,24000,24000,0,0,0,0,0,21,21,0,0,1,0,2,0,0,1092,1092,0,0,0,420,420,0,0,0,504,504,0,0,0,0,0,0,24,.92944002,0,25.822001,0,0,26,25,,115,110,
7802-001,1,16000,410000,110000,300000,1,0,28,10.66,280000,0,30000,0,250000,50000,50000,50000,0,0,100,320,40000,56,112,56,0,1,1,5,2,14,2912,5824,2912,0,2912,1120,2240,1120,0,1120,1344,2688,1344,0,1344,16,410,280,50,.92944002,301.25665,53.795834,441.12582,17.214666,128,256,128,1034,2068,1034
7804-001,1,0,211000,141000,70000,1,0,4.5,.37,48000,0,40000,0,8000,28000,18000,18000,10000,0,102,326.39999,0,0,36,0,0,2,0,2,1,17,0,1872,0,0,0,0,720,0,0,0,0,864,0,0,0,0,211,48,28,.92944002,51.644001,30.125666,227.01842,0,,74,,,518,
7805-001,1,90000,312000,12000,300000,1,0,4.6999998,2.0999999,34000,0,16000,0,18000,22000,35000,22000,0,0,14,44.799999,15000,0,9,0,0,1,1,3,1,17,0,468,0,0,0,0,180,0,0,0,0,216,0,0,0,90,312,34,22,.92944002,36.581165,23.670166,335.686,96.832497,71,68,,281,278,
7806-001,1,0,120000,60000,60000,1,0,3,0,0,0,0,0,0,20000,20000,20000,0,0,8,25.6,6000,0,40,0,0,2,1,5,2,0,0,2080,0,0,0,0,800,0,0,0,0,960,0,0,0,0,120,0,20,.92944002,0,21.518333,129.11,0,,41,,,230,
7807-001,1,0,70000,70000,0,0,0,1.3000001,.67000002,108000,10000,62000,0,36000,9500,9500,9500,0,.25,32,102.4,144000,0,0,0,0,1,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,108,9.5,.92944002,116.199,10.221209,75.314163,0,29,,,182,,
7808-001,1,0,100000,100000,0,1,0,3.3,2.22,67500,37500,30000,0,0,15000,15000,15000,0,0,0,0,0,5,5,0,0,1,1,3,1,17,260,260,0,0,0,100,100,0,0,0,120,120,0,0,0,0,100,67.5,15,.92944002,72.624374,16.13875,107.59167,0,30,65,,143,368,
7809-001,1,0,557000,132000,425000,1,0,9.5,8.0200005,97000,0,52000,0,45000,59000,39000,39000,20000,0,3,9.6000004,0,30,30,0,0,1,0,2,1,14,1560,1560,0,0,0,600,600,0,0,0,720,720,0,0,0,0,557,97,59,.92944002,104.36391,63.479084,599.28558,0,196,187,,1231,1173,
7811-001,1,0,1224000,24000,1200000,1,0,14,8.21,412000,0,4000,144000,264000,18000,18000,18000,0,0,61,195.2,81000,0,35,0,0,2,0,1,1,17,0,1820,0,0,0,0,700,0,0,0,0,840,0,0,0,0,1224,412,18,.92944002,443.27765,19.366499,1316.922,0,,92,,,570,
7821-001,1,0,731000,8000,723000,1,0,10.2,12.71,160000,0,0,0,160000,71000,65000,65000,6000,0,100,320,453000,19,28,0,0,2,0,2,0,20,988,1456,0,0,0,380,560,0,0,0,456,672,0,0,0,0,731,160,71,.92944002,172.14667,76.390083,786.49506,0,,32,,,117,
7822-001,1,0,0,0,0,1,0,4,5.0100002,0,0,0,0,0,88000,28000,28000,60000,0,20,64,170000,0,1,0,0,2,0,3,1,24,0,52,0,0,0,0,20,0,0,0,0,24,0,0,0,0,0,0,88,.92944002,0,94.680664,0,0,,112,,,518,
7823-001,1,0,0,0,0,1,1,1.2,.5,0,0,0,0,0,20000,20000,20000,0,0,0,0,0,0,40,0,0,2,1,3,2,17,0,2080,0,0,0,0,800,0,0,0,0,960,0,0,0,0,0,0,20,.92944002,0,21.518333,0,0,,114,,,688,
7824-001,1,0,300000,0,300000,1,1,5.1999998,2.76,117000,0,0,0,117000,327500,227500,227500,100000,0,126,403.20001,164000,0,0,0,0,1,1,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,117,327.5,.92944002,125.88225,352.3627,322.77499,0,89,,,526,,
7825-001,1,0,100000,100000,0,1,0,1.2,.44,11800,5800,6000,0,0,80000,20000,20000,60000,.16666667,0,0,0,10,10,0,0,1,0,5,1,0,520,520,0,0,0,200,200,0,0,0,240,240,0,0,0,0,100,11.8,80,.92944002,12.695817,86.073334,107.59167,0,48,49,,288,294,
7826-001,1,0,0,0,0,1,1,7.5,.44999999,0,0,0,0,0,15000,15000,15000,0,0,99,316.79999,325000,0,0,0,0,2,0,8,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,.92944002,0,16.13875,0,0,12,0,11,48,0,44
7827-001,1,0,27000,0,27000,1,0,3,.67000002,3000,3000,0,0,0,30000,30000,30000,0,0,0,0,0,0,0,0,0,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,30,.92944002,3.2277501,32.2775,29.049749,0,80,112,18,460,577,95
7828-001,1,0,170000,170000,0,1,0,3.8,0,0,0,0,0,0,14000,14000,14000,0,0,0,0,0,0,35,0,0,2,0,4,2,14,0,1820,0,0,0,0,700,0,0,0,0,840,0,0,0,0,170,0,14,.92944002,0,15.062833,182.90584,0,,102,13,,520,69
7840-001,1,0,1800000,0,1800000,1,0,5.6999998,4.1799998,125800,800,0,0,125000,15000,15000,15000,0,0,0,0,0,12,8,0,0,1,1,4,2,17,624,416,0,0,0,240,160,0,0,0,288,192,0,0,0,0,1800,125.8,15,.92944002,135.35031,16.13875,1936.65,0,101,202,,644,1288,
7841-001,1,0,0,0,0,0,0,1.3000001,.22,0,0,0,0,0,11000,11000,11000,0,0,0,0,0,18,7,0,0,1,1,3,1,17,936,364,0,0,0,360,140,0,0,0,432,168,0,0,0,0,0,0,11,.92944002,0,11.835083,0,0,19,19,,131,132,
7842-001,1,480000,180000,0,180000,0,1,2.2,2.2900002,28000,0,0,0,28000,27000,27000,27000,0,0,9,28.799999,28000,12,36,0,0,1,1,6,1,0,624,1872,0,0,0,240,720,0,0,0,288,864,0,0,0,480,180,28,27,.92944002,30.125666,29.049749,193.66499,516.44,110,110,,1040,1040,
7843-001,1,300000,256000,0,256000,0,1,3.5,1.4,39000,0,0,0,39000,12000,12000,12000,0,0,2,6.4000001,50000,0,0,0,0,1,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,256,39,12,.92944002,41.960751,12.911,275.43466,322.77499,215,215,,1766,1766,
7844-001,1,750000,0,0,0,0,1,1.3000001,.13,0,0,0,0,0,13000,13000,13000,0,0,38,121.6,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,13,.92944002,0,13.986917,0,806.9375,67,67,,565,565,
7845-001,1,108000,0,0,0,1,0,2.5,.69999999,75600,3600,0,0,72000,17000,17000,17000,0,0,0,0,0,18,18,18,3,1,0,5,1,17,936,936,936,156,1092,360,360,360,60,420,432,432,432,72,504,108,0,75.599998,17,.92944002,81.339294,18.290583,0,116.199,101,101,138,404,404,552
7846-001,1,0,102000,12000,90000,0,1,2.5,.2,1400,1400,0,0,0,15500,15500,15500,0,0,0,0,0,26,0,26,0,1,1,4,1,17,1352,0,1352,0,1352,520,0,520,0,520,624,0,624,0,624,0,102,1.4,15.5,.92944002,1.5062833,16.676708,109.7435,0,121,121,121,494,494,494
7847-001,1,597500,690000,310000,380000,1,1,6.7000003,12.11,140000,24500,7500,96000,12000,20500,5500,5500,15000,0,22,70.400002,80000,63,20,0,0,2,1,6,2,17,3276,1040,0,0,0,1260,400,0,0,0,1512,480,0,0,0,597.5,690,140,20.5,.92944002,150.62833,22.056292,742.38251,642.86023,122,442,85,865,2844,457
7859-001,1,18000,15000,15000,0,0,1,2.2,1.5700001,0,0,0,0,0,15000,15000,15000,0,0,0,0,0,8,16,0,0,1,0,2,1,12,416,832,0,0,0,160,320,0,0,0,192,384,0,0,0,18,15,0,15,.92944002,0,16.13875,16.13875,19.366499,44,44,,264,264,
7860-001,1,0,96000,0,96000,1,0,5.5,.37,7500,7500,0,0,0,14000,14000,14000,0,0,0,0,0,0,12,12,0,2,1,4,1,0,0,624,624,0,624,0,240,240,0,240,0,288,288,0,288,0,96,7.5,14,.92944002,8.069375,15.062833,103.288,0,,35,35,,193,193
7861-001,1,0,0,0,0,1,0,.60000002,1.39,0,0,0,0,0,2000,2000,2000,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,.92944002,0,2.1518333,0,0,,150,105,,645,483
7862-001,1,0,3600000,3600000,0,0,0,17.299999,.44,170000,30000,0,120000,20000,30500,30500,30500,0,0,72,230.39999,380000,0,5,0,0,1,0,3,1,17,0,260,0,0,0,0,100,0,0,0,0,120,0,0,0,0,3600,170,30.5,.92944002,182.90584,32.815456,3873.3,0,126,136,,917,958,
7863-001,1,0,1560000,1560000,0,1,0,7,1.3200001,61000,16000,0,40000,5000,13500,13500,13500,0,0,18,57.599998,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,61,13.5,.92944002,65.630913,14.524875,1678.4299,0,67,,,421,,
7865-001,1,0,100000,100000,0,1,0,1.2,.70000005,0,0,0,0,0,14000,14000,14000,0,0,0,0,0,42,14,0,0,1,1,3,1,15,2184,728,0,0,0,840,280,0,0,0,1008,336,0,0,0,0,100,0,14,.92944002,0,15.062833,107.59167,0,33,33,,198,198,
7866-001,1,0,765000,765000,0,0,0,5.5,.41,35000,35000,0,0,0,15000,15000,15000,0,0,0,0,0,2,10,0,0,1,1,6,1,0,104,520,0,0,0,40,200,0,0,0,48,240,0,0,0,0,765,35,15,.92944002,37.657082,16.13875,823.07623,0,132,65,64,1068,533,530
7879-001,1,0,40000,0,40000,0,0,2,0,0,0,0,0,0,362000,362000,362000,0,0,2,6.4000001,6000,0,0,0,0,1,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,362,.92944002,0,389.48184,43.036667,0,0,,,0,,
7897-001,1,0,64000,0,64000,1,0,4,.61000001,13000,5000,0,0,8000,13500,13500,13500,0,0,0,0,0,0,21,0,0,2,0,4,1,17,0,1092,0,0,0,0,420,0,0,0,0,504,0,0,0,0,64,13,13.5,.92944002,13.986917,14.524875,68.858665,0,,39,,,122,
7898-001,1,0,0,0,0,1,0,3,0,0,0,0,0,0,6000,6000,6000,0,0,0,0,0,0,0,0,0,1,1,6,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,.92944002,0,6.4555001,0,0,38,38,,228,228,
7899-001,1,0,102400,102400,0,1,0,3,0,0,0,0,0,0,7300,7300,7300,0,0,0,0,0,0,0,3,0,1,1,3,0,17,0,0,156,0,156,0,0,60,0,60,0,0,72,0,72,0,102.4,0,7.3000002,.92944002,0,7.8541918,110.17387,0,23,,23,138,,138
7900-001,1,0,21000,21000,0,1,0,9.1999998,.30000001,45000,0,0,0,45000,34700,36000,30000,4700,0,0,0,0,84,42,0,0,1,0,6,1,0,4368,2184,0,0,0,1680,840,0,0,0,2016,1008,0,0,0,0,21,45,34.700001,.92944002,48.416248,37.334309,22.59425,0,97,52,39,647,348,267
7901-001,1,0,0,0,0,1,0,6,0,4000,4000,0,0,0,15000,15000,15000,0,0,0,0,0,30,30,0,0,1,2,7,1,13,1560,1560,0,0,0,600,600,0,0,0,720,720,0,0,0,0,0,4,15,.92944002,4.3036666,16.13875,0,0,20,17,4,124,104,21
7902-001,1,0,32000,32000,0,1,0,4.5,.23999999,8000,8000,0,0,0,15000,15000,15000,0,0,0,0,0,8,8,0,0,1,2,6,1,14,416,416,0,0,0,160,160,0,0,0,192,192,0,0,0,0,32,8,15,.92944002,8.6073332,16.13875,34.429333,0,99,99,29,415,415,125
7903-001,1,4500,159600,107600,52000,1,0,7,.23,14000,14000,0,0,0,11000,11000,11000,0,0,0,0,0,15,15,0,10,1,2,6,1,17,780,780,0,520,520,300,300,0,200,200,360,360,0,240,240,4.5,159.60001,14,11,.92944002,15.062833,11.835083,171.71631,4.8416247,85,106,85,433,454,433
7904-001,1,120000,472000,112000,360000,1,0,21.299999,11.92,20050,20050,0,0,0,27000,27000,27000,0,0,0,0,0,63,63,0,0,1,0,4,1,13,3276,3276,0,0,0,1260,1260,0,0,0,1512,1512,0,0,0,120,472,20.049999,27,.92944002,21.572128,29.049749,507.83267,129.11,67,66,41,405,402,233
7916-001,1,0,0,0,0,0,0,1.5,.57999998,0,0,0,0,0,8000,8000,8000,0,0,0,0,0,7,9,0,7,1,0,3,1,17,364,468,0,364,364,140,180,0,140,140,168,216,0,168,168,0,0,0,8,.92944002,0,8.6073332,0,0,70,70,5,266,266,6
7917-001,1,0,74000,0,74000,0,0,1.5,1.25,0,0,0,0,0,10000,10000,10000,0,0,0,0,0,0,20,0,0,2,0,3,1,15,0,1040,0,0,0,0,400,0,0,0,0,480,0,0,0,0,74,0,10,.92944002,0,10.759167,79.617836,0,,132,,,481,
7918-001,1,0,10000,0,10000,0,0,1.5,.91000003,0,0,0,0,0,7500,7500,7500,0,0,0,0,0,0,3,0,0,1,4,7,1,0,0,156,0,0,0,0,60,0,0,0,0,72,0,0,0,0,10,0,7.5,.92944002,0,8.069375,10.759167,0,40,40,,169,169,
7919-001,1,0,0,0,0,0,0,3.2,2.46,0,0,0,0,0,10500,10500,10500,0,0,42,134.39999,42000,14,0,0,0,1,3,11,1,0,728,0,0,0,0,280,0,0,0,0,336,0,0,0,0,0,0,0,10.5,.92944002,0,11.297125,0,0,149,159,39,552,540,163
7920-001,1,10000,32000,24000,8000,0,1,2.7,1.77,10000,10000,0,0,0,9000,9000,9000,0,0,16,51.200001,6000,37,0,0,8,1,0,3,1,15,1924,0,0,416,416,740,0,0,160,160,888,0,0,192,192,10,32,10,9,.92944002,10.759167,9.6832495,34.429333,10.759167,193,230,48,741,851,171
7921-001,1,0,500000,120000,380000,0,0,6.5,3.7199998,0,0,0,0,0,28000,28000,28000,0,0,0,0,0,20,20,20,60,1,0,8,2,12,1040,1040,1040,3120,4160,400,400,400,1200,1600,480,480,480,1440,1920,0,500,0,28,.92944002,0,30.125666,537.95831,0,482,264,684,2955,1601,4212
7922-001,1,85000,0,0,0,0,0,3.2,2.4400001,1000,1000,0,0,0,15000,15000,15000,0,0,0,0,0,9,10,0,14,1,1,5,1,14,468,520,0,728,728,180,200,0,280,280,216,240,0,336,336,85,0,1,15,.92944002,1.0759166,16.13875,0,91.452919,95,121,48,510,586,238
7923-001,1,0,247000,0,247000,0,1,5.3000002,1.98,0,0,0,0,0,6000,6000,6000,0,0,1,3.2,2500,0,18,0,6,1,3,8,1,13,0,936,0,312,312,0,360,0,120,120,0,432,0,144,144,0,247,0,6,.92944002,0,6.4555001,265.7514,0,74,71,19,406,389,97
7935-001,1,216000,54400,54400,0,1,0,3.9000001,6.3200002,10000,6000,0,0,4000,54000,14000,14000,40000,0,47,150.39999,40000,0,36,0,49,1,1,11,3,17,0,1872,0,2548,2548,0,720,0,980,980,0,864,0,1176,1176,216,54.400002,10,54,.92944002,10.759167,58.099499,58.529869,232.39799,57,176,35,240,724,144
7936-001,1,310000,105000,60000,45000,1,1,7.5999999,2.6699998,52000,52000,0,0,0,1729000,1729000,1729000,0,0,5,16,30000,0,28,30,73,1,3,13,2,17,0,1456,1560,3796,5356,0,560,600,1460,2060,0,672,720,1752,2472,310,105,52,1729,.92944002,55.947666,1860.2599,112.97125,333.53415,55,161,207,341,907,1242
7937-001,1,280000,528000,528000,0,0,1,13,7.0599999,351500,319500,0,0,32000,1478000,1478000,1478000,0,0,64,204.8,313000,216,63,96,16,1,1,11,1,0,11232,3276,4992,832,5824,4320,1260,1920,320,2240,5184,1512,2304,384,2688,280,528,351.5,1478,.92944002,378.18469,1590.2048,568.08398,301.25665,340,225,120,2319,1507,852
7938-001,1,200000,577000,437000,140000,1,1,12.2,15.37,36000,36000,0,0,0,1874500,1832500,1832500,42000,0,74,236.8,155000,24,50,65,25,1,3,11,2,13,1248,2600,3380,1300,4680,480,1000,1300,500,1800,576,1200,1560,600,2160,200,577,36,1874.5,.92944002,38.732998,2016.8058,620.80389,215.18333,265,540,795,1720,3480,5160
7939-001,1,0,176000,176000,0,1,1,8.5,8.0299997,75500,65500,0,10000,0,2059000,2059000,2059000,0,0,53,169.60001,0,99,71,56,14,1,4,17,4,17,5148,3692,2912,728,3640,1980,1420,1120,280,1400,2376,1704,1344,336,1680,0,176,75.5,2059,.92944002,81.231705,2215.3125,189.36133,0,234,78,156,1845,615,1230
7940-001,1,0,45000,45000,0,0,1,2.5,0,12000,12000,0,0,0,8000,8000,8000,0,0,49,156.8,145000,7,7,0,0,1,0,2,0,0,364,364,0,0,0,140,140,0,0,0,168,168,0,0,0,0,45,12,8,.92944002,12.911,8.6073332,48.416248,0,84,81,,394,382,
7941-001,1,30000,139000,139000,0,1,0,9.5,10.92,6000,6000,0,0,0,1222000,1222000,1222000,0,0,0,0,0,36,0,72,28,1,3,11,2,17,1872,0,3744,1456,5200,720,0,1440,560,2000,864,0,1728,672,2400,30,139,6,1222,.92944002,6.4555001,1314.7701,149.55241,32.2775,286,222,80,2214,1734,611
7942-001,1,0,280000,280000,0,0,0,14,19.84,90000,66000,0,0,24000,1796000,1796000,1796000,0,0,0,0,0,180,90,30,0,1,0,14,3,0,9360,4680,1560,0,1560,3600,1800,600,0,600,4320,2160,720,0,720,0,280,90,1796,.92944002,96.832497,1932.3463,301.25665,0,227,162,,1211,850,
7958-001,1,0,0,0,0,0,0,1.2,0,109600,109600,0,0,0,500,3500,500,0,0,0,0,0,7,17,0,28,2,5,17,2,13,364,884,0,1456,1456,140,340,0,560,560,168,408,0,672,672,0,0,109.6,.5,.92944002,117.92046,.53795832,0,0,210,270,,1680,2188,
7973-001,1,0,90000,90000,0,1,1,7,.34999999,15000,15000,0,0,0,1605000,1605000,1605000,0,0,36,115.2,20000,0,16,16,48,2,0,4,1,0,0,832,832,2496,3328,0,320,320,960,1280,0,384,384,1152,1536,0,90,15,1605,.92944002,16.13875,1726.8462,96.832497,0,,82,122,,483,718
7974-001,1,0,112000,112000,0,1,1,4.3000002,5.8399997,15000,15000,0,0,0,9500,9500,9500,0,0,43,137.60001,36000,24,8,0,0,1,3,5,1,0,1248,416,0,0,0,480,160,0,0,0,576,192,0,0,0,0,112,15,9.5,.92944002,16.13875,10.221209,120.50266,0,95,112,,665,767,
7975-001,1,0,240000,240000,0,0,1,2.2,.40000001,27000,25000,0,0,2000,105000,5000,5000,100000,0,7,22.4,140000,0,20,0,0,1,2,4,1,21,0,1040,0,0,0,0,400,0,0,0,0,480,0,0,0,0,240,27,105,.92944002,29.049749,112.97125,258.22,0,33,37,,181,188,
7976-001,1,0,0,0,0,1,1,4,1.21,26000,26000,0,0,0,512000,512000,512000,0,0,3,9.6000004,9750,16,24,48,12,1,3,8,1,17,832,1248,2496,624,3120,320,480,960,240,1200,384,576,1152,288,1440,0,0,26,512,.92944002,27.973833,550.86932,0,0,45,48,30,354,372,243
7977-001,1,0,0,0,0,1,1,10,7.46,13500,13500,0,0,0,507500,507500,507500,0,0,13,41.599998,42000,36,12,12,6,1,1,7,1,0,1872,624,624,312,936,720,240,240,120,360,864,288,288,144,432,0,0,13.5,507.5,.92944002,14.524875,546.02771,0,0,178,55,26,1181,378,157
7978-001,1,0,18000,18000,0,1,0,1.5,1.3200001,6000,6000,0,0,0,6000,6000,6000,0,0,0,0,0,0,12,0,12,1,0,5,2,0,0,624,0,624,624,0,240,0,240,240,0,288,0,288,288,0,18,6,6,.92944002,6.4555001,6.4555001,19.366499,0,26,26,32,144,144,168
