y4_hhid,male_hours,male_days,female_hours,female_days,children_hours,children_days,kids_hours,kids_days,teenagers_hours,teenagers_days
5030-001,,,14.0,14.0,,,,,,
5031-001,119.0,23.0,122.0,26.0,24.0,3.0,24.0,3.0,,
5032-001,167.0,36.0,96.0,23.0,,,,,,
5033-001,129.0,22.0,287.0,69.0,9.0,3.0,,,9.0,3.0
5034-001,178.0,50.0,64.0,18.0,,,,,,
5035-001,,,,,,,,,,
5047-001,,,,,,,,,,
5048-001,,,,,,,,,,
5049-001,,,,,,,,,,
5050-001,,,,,,,,,,
5051-001,,,,,,,,,,
5052-001,,,,,,,,,,
5053-001,,,,,,,,,,
5054-001,,,,,,,,,,
5066-001,332.0,43.0,332.0,43.0,756.0,99.0,92.0,13.0,664.0,86.0
5067-001,102.0,17.0,102.0,17.0,,,,,,
5068-001,162.0,32.0,,,192.0,37.0,,,192.0,37.0
5069-001,,,,,,,,,,
5070-001,106.0,21.0,106.0,21.0,,,,,,
5071-001,539.0,68.0,683.0,86.0,,,,,,
5072-001,180.0,36.0,145.0,29.0,,,,,,
5073-001,58.0,13.0,43.0,13.0,,,,,,
5085-001,,,124.0,44.0,,,,,,
5086-001,,,33.0,11.0,30.0,10.0,,,30.0,10.0
5087-001,,,28.0,8.0,56.0,16.0,28.0,8.0,28.0,8.0
5088-001,,,233.0,40.0,,,,,,
5089-001,,,95.0,20.0,,,,,,
5090-001,48.0,14.0,27.0,8.0,9.0,3.0,,,9.0,3.0
5091-001,87.0,15.0,51.0,9.0,39.0,7.0,,,39.0,7.0
5092-001,29.0,14.0,22.0,7.0,1.0,1.0,1.0,1.0,,
5104-001,,,,,,,,,,
5105-001,,,,,,,,,,
5106-001,,,,,,,,,,
5107-001,,,,,,,,,,
5108-001,,,,,,,,,,
5109-001,,,,,,,,,,
5110-001,,,,,,,,,,
5111-001,,,,,,,,,,
5124-001,,,,,,,,,,
5125-001,,,,,,,,,,
5127-001,,,100.0,22.0,,,,,,
5128-001,,,,,,,,,,
5130-001,,,,,,,,,,
5131-001,,,,,,,,,,
5132-001,,,,,,,,,,
5133-001,,,,,,,,,,
5143-001,,,,,,,,,,
5144-001,,,,,,,,,,
5146-001,,,,,,,,,,
5147-001,,,,,,,,,,
5148-001,,,,,,,,,,
5149-001,,,,,,,,,,
5152-001,,,,,,,,,,
5153-001,,,,,,,,,,
5162-001,,,,,,,,,,
5163-001,,,,,,,,,,
5164-001,,,,,,,,,,
5166-001,,,,,,,,,,
5168-001,,,,,,,,,,
5169-001,,,,,,,,,,
5170-001,,,,,,,,,,
5171-001,,,,,,,,,,
5180-001,,,,,,,,,,
5181-001,,,,,,,,,,
5182-001,,,,,,,,,,
5183-001,,,,,,,,,,
5184-001,,,,,,,,,,
5186-001,,,,,,,,,,
5187-001,,,,,,,,,,
5188-001,,,,,,,,,,
5200-001,,,,,,,,,,
5201-001,,,,,,,,,,
5202-001,,,,,,,,,,
5203-001,,,,,,,,,,
5204-001,,,,,,,,,,
5205-001,,,,,,,,,,
5206-001,,,,,,,,,,
5207-001,,,,,,,,,,
5218-001,,,,,,,,,,
5219-001,,,,,,,,,,
5220-001,,,,,,,,,,
5221-001,,,,,,,,,,
5222-001,,,,,,,,,,
5223-001,,,,,,,,,,
5224-001,,,,,,,,,,
5228-001,,,,,,,,,,
5238-001,,,,,,,,,,
5240-001,,,,,,,,,,
5241-001,,,,,,,,,,
5242-001,,,,,,,,,,
5243-001,,,,,,,,,,
5244-001,,,,,,,,,,
5245-001,33.0,7.0,0.0,0.0,,,,,,
5246-001,,,,,,,,,,
5256-001,,,,,,,,,,
5257-001,,,,,,,,,,
5258-001,,,,,,,,,,
5259-001,,,,,,,,,,
5260-001,,,,,,,,,,
5261-001,,,,,,,,,,
5262-001,,,,,,,,,,
5263-001,,,,,,,,,,
5275-001,,,,,,,,,,
5276-001,,,,,,,,,,
5277-001,,,,,,,,,,
5278-001,,,,,,,,,,
5279-001,1.0,1.0,6.0,3.0,,,,,,
5280-001,,,,,,,,,,
5281-001,,,,,,,,,,
5283-001,,,,,,,,,,
5294-001,,,,,,,,,,
5295-001,,,,,,,,,,
5296-001,,,,,,,,,,
5298-001,,,,,,,,,,
5299-001,,,,,,,,,,
5300-001,,,,,,,,,,
5302-001,,,,,,,,,,
5303-001,,,,,,,,,,
5313-001,,,,,,,,,,
5314-001,,,,,,,,,,
5316-001,,,,,,,,,,
5317-001,,,,,,,,,,
5318-001,,,357.0,68.0,90.0,30.0,90.0,30.0,,
5319-001,,,,,,,,,,
5320-001,,,,,,,,,,
5323-001,,,,,,,,,,
5332-001,,,,,,,,,,
5333-001,,,,,,,,,,
5334-001,,,,,,,,,,
5335-001,,,,,,,,,,
5336-001,,,,,,,,,,
5337-001,,,,,,,,,,
5339-001,,,,,,,,,,
5340-001,,,,,,,,,,
5351-001,,,,,,,,,,
5352-001,,,,,,,,,,
5353-001,,,,,,,,,,
5354-001,,,,,,,,,,
5355-001,,,,,,,,,,
5357-001,,,,,,,,,,
5358-001,,,,,,,,,,
5361-001,,,,,,,,,,
5370-001,,,,,,,,,,
5372-001,,,,,,,,,,
5373-001,,,,,,,,,,
5374-001,,,,,,,,,,
5375-001,,,,,,,,,,
5376-001,,,,,,,,,,
5377-001,,,,,,,,,,
5379-001,,,,,,,,,,
5391-001,,,,,,,,,,
5392-001,,,,,,,,,,
5393-001,,,,,,,,,,
5395-001,,,,,,,,,,
5396-001,,,,,,,,,,
5397-001,,,,,,,,,,
5399-001,,,,,,,,,,
5400-001,,,,,,,,,,
5408-001,,,,,,,,,,
5409-001,,,,,,,,,,
5410-001,,,,,,,,,,
5411-001,,,,,,,,,,
5412-001,,,,,,,,,,
5413-001,,,,,,,,,,
5414-001,,,,,,,,,,
5415-001,,,,,,,,,,
5427-001,,,,,,,,,,
5428-001,,,,,,,,,,
5429-001,,,,,,,,,,
5430-001,,,,,,,,,,
5431-001,,,,,,,,,,
5432-001,,,,,,,,,,
5433-001,,,,,,,,,,
5434-001,,,,,,,,,,
5446-001,,,,,,,,,,
5447-001,,,,,,,,,,
5448-001,,,,,,,,,,
5449-001,,,,,,,,,,
5450-001,12.0,2.0,42.0,32.0,,,,,,
5451-001,,,,,,,,,,
5456-001,,,,,,,,,,
5458-001,,,,,,,,,,
5467-001,,,,,,,,,,
5468-001,,,,,,,,,,
5469-001,,,,,,,,,,
5471-001,,,,,,,,,,
5473-001,,,,,,,,,,
5474-001,,,,,,,,,,
5475-001,,,,,,,,,,
5476-001,,,,,,,,,,
5484-001,,,,,,,,,,
5485-001,,,,,,,,,,
5486-001,,,,,,,,,,
5487-001,,,,,,,,,,
5488-001,,,,,,,,,,
5489-001,,,,,,,,,,
5490-001,0.0,0.0,,,,,,,,
5491-001,,,,,,,,,,
5503-001,,,,,,,,,,
5505-001,,,,,,,,,,
5507-001,,,,,,,,,,
5509-001,,,,,,,,,,
5510-001,,,,,,,,,,
5511-001,,,,,,,,,,
5513-001,,,,,,,,,,
5514-001,,,,,,,,,,
5522-001,,,,,,,,,,
5523-001,,,,,,,,,,
5524-001,,,,,,,,,,
5525-001,,,,,,,,,,
5526-001,,,,,,,,,,
5527-001,,,,,,,,,,
5528-001,,,,,,,,,,
5529-001,,,370.0,150.0,,,,,,
5541-001,246.0,38.0,190.0,30.0,,,,,,
5543-001,235.0,23.0,,,,,,,,
5544-001,,,,,,,,,,
5545-001,,,,,,,,,,
5546-001,,,,,,,,,,
5547-001,,,44.0,15.0,,,,,,
5548-001,,,,,,,,,,
5550-001,,,,,,,,,,
5560-001,,,,,,,,,,
5562-001,,,,,,,,,,
5563-001,,,,,,,,,,
5564-001,,,,,,,,,,
5565-001,,,,,,,,,,
5566-001,,,,,,,,,,
5567-001,,,,,,,,,,
5570-001,,,,,,,,,,
5579-001,,,,,,,,,,
5580-001,,,,,,,,,,
5581-001,,,,,,,,,,
5582-001,,,,,,,,,,
5584-001,,,,,,,,,,
5585-001,,,,,,,,,,
5586-001,,,,,,,,,,
5588-001,,,,,,,,,,
5598-001,,,,,,,,,,
5601-001,,,,,,,,,,
5602-001,,,,,,,,,,
5603-001,,,,,,,,,,
5604-001,,,,,,,,,,
5605-001,,,,,,,,,,
5606-001,,,,,,,,,,
5608-001,273.0,31.0,229.0,26.0,,,,,,
5617-001,,,,,,,,,,
5618-001,,,,,,,,,,
5619-001,,,,,,,,,,
5620-001,,,,,,,,,,
5621-001,,,,,,,,,,
5623-001,,,,,,,,,,
5627-001,,,,,,,,,,
5628-001,,,,,,,,,,
5655-001,,,,,,,,,,
5657-001,,,,,,,,,,
5658-001,,,,,,,,,,
5659-001,,,,,,,,,,
5661-001,,,,,,,,,,
5662-001,,,,,,,,,,
5663-001,,,,,,,,,,
5664-001,,,,,,,,,,
5674-001,,,,,,,,,,
5675-001,,,,,,,,,,
5676-001,,,,,,,,,,
5677-001,,,,,,,,,,
5678-001,,,,,,,,,,
5679-001,,,,,,,,,,
5680-001,,,,,,,,,,
5684-001,,,,,,,,,,
5693-001,1200.0,240.0,1200.0,240.0,,,,,,
5694-001,,,,,,,,,,
5695-001,1084.0,286.0,486.0,129.0,,,,,,
5696-001,376.0,94.0,376.0,94.0,,,,,,
5697-001,,,600.0,120.0,,,,,,
5698-001,90.0,19.0,332.0,62.0,,,,,,
5699-001,464.0,92.0,940.0,182.0,,,,,,
5700-001,72.0,24.0,156.0,52.0,354.0,118.0,84.0,28.0,270.0,90.0
5712-001,,,,,,,,,,
5714-001,,,,,,,,,,
5715-001,,,,,,,,,,
5716-001,,,,,,,,,,
5717-001,,,,,,,,,,
5718-001,,,,,,,,,,
5719-001,,,,,,,,,,
5720-001,,,,,,,,,,
5732-001,,,,,,,,,,
5733-001,,,,,,,,,,
5734-001,,,,,,,,,,
5735-001,,,,,,,,,,
5736-001,,,,,,,,,,
5737-001,,,,,,,,,,
5738-001,,,,,,,,,,
5739-001,,,396.0,61.0,,,,,,
5750-001,,,,,,,,,,
5751-001,,,,,,,,,,
5752-001,,,,,,,,,,
5754-001,,,,,,,,,,
5755-001,,,,,,,,,,
5756-001,,,,,,,,,,
5757-001,,,,,,,,,,
5759-001,,,,,,,,,,
5769-001,583.0,133.0,583.0,133.0,,,,,,
5770-001,,,25.0,5.0,65.0,13.0,40.0,8.0,25.0,5.0
5771-001,174.0,39.0,301.0,67.0,69.0,15.0,69.0,15.0,,
5772-001,360.0,45.0,720.0,90.0,24.0,3.0,,,24.0,3.0
5773-001,,,174.0,38.0,,,,,,
5774-001,,,114.0,16.0,,,,,,
5775-001,516.0,86.0,378.0,63.0,,,,,,
5776-001,553.0,113.0,553.0,113.0,526.0,104.0,,,526.0,104.0
5788-001,626.0,73.0,626.0,73.0,,,,,,
5789-001,180.0,30.0,180.0,30.0,,,,,,
5790-001,460.0,59.0,920.0,118.0,198.0,23.0,90.0,10.0,108.0,13.0
5791-001,42.0,7.0,42.0,7.0,,,,,,
5792-001,35.0,10.0,35.0,10.0,,,,,,
5793-001,940.0,94.0,470.0,47.0,750.0,75.0,370.0,37.0,380.0,38.0
5794-001,136.0,16.0,136.0,16.0,,,,,,
5795-001,1277.0,209.0,1277.0,209.0,,,,,,
5807-001,,,,,,,,,,
5808-001,,,,,,,,,,
5809-001,,,88.0,52.0,,,,,,
5810-001,,,,,,,,,,
5811-001,,,,,,,,,,
5812-001,,,,,,,,,,
5813-001,,,,,,,,,,
5814-001,,,,,,,,,,
5826-001,552.0,92.0,552.0,92.0,564.0,94.0,282.0,47.0,282.0,47.0
5827-001,649.0,107.0,649.0,107.0,649.0,107.0,,,649.0,107.0
5828-001,460.0,56.0,460.0,56.0,460.0,56.0,,,460.0,56.0
5829-001,2702.0,315.0,1456.0,168.0,202.0,23.0,,,202.0,23.0
5830-001,540.0,56.0,556.0,58.0,86.0,9.0,86.0,9.0,,
5831-001,,,,,,,,,,
5832-001,1068.0,164.0,534.0,82.0,1068.0,164.0,1068.0,164.0,,
5833-001,,,575.0,119.0,,,,,,
5845-001,2274.0,344.0,4640.0,700.0,1158.0,177.0,1158.0,177.0,,
5846-001,,,904.0,226.0,516.0,129.0,172.0,43.0,344.0,86.0
5847-001,1470.0,341.0,2226.0,522.0,,,,,,
5848-001,,,1426.0,389.0,258.0,81.0,48.0,17.0,210.0,64.0
5849-001,274.0,46.0,274.0,46.0,,,,,,
5850-001,,,140.0,28.0,140.0,28.0,140.0,28.0,,
5851-001,699.0,121.0,2943.0,530.0,423.0,74.0,423.0,74.0,,
5852-001,,,173.0,25.0,173.0,25.0,173.0,25.0,,
5864-001,355.0,81.0,530.0,121.0,768.0,176.0,384.0,88.0,384.0,88.0
5865-001,,,274.0,36.0,548.0,72.0,274.0,36.0,274.0,36.0
5866-001,522.0,75.0,1264.0,184.0,,,,,,
5868-001,192.0,28.0,,,,,,,,
5869-001,108.0,19.0,108.0,19.0,,,,,,
5870-001,874.0,144.0,498.0,82.0,446.0,72.0,,,446.0,72.0
5871-001,,,168.0,30.0,55.0,9.0,55.0,9.0,,
5872-001,0.0,0.0,274.0,41.0,822.0,123.0,548.0,82.0,274.0,41.0
5883-001,780.0,163.0,429.0,90.0,,,,,,
5884-001,338.0,78.0,238.0,76.0,223.0,61.0,,,223.0,61.0
5885-001,,,690.0,122.0,690.0,122.0,345.0,61.0,345.0,61.0
5886-001,513.0,115.0,513.0,115.0,388.0,100.0,388.0,100.0,,
5887-001,602.0,112.0,1524.0,306.0,678.0,146.0,339.0,73.0,339.0,73.0
5890-001,1018.0,189.0,4918.0,946.0,,,,,,
5891-001,,,508.0,77.0,1703.0,258.0,687.0,104.0,1016.0,154.0
5892-001,,,421.0,66.0,421.0,66.0,,,421.0,66.0
5902-001,1140.0,195.0,510.0,90.0,,,,,,
5903-001,576.0,104.0,303.0,55.0,576.0,104.0,,,576.0,104.0
5904-001,,,,,,,,,,
5906-001,317.0,48.0,167.0,32.0,544.0,77.0,343.0,49.0,201.0,28.0
5907-001,249.0,34.0,281.0,66.0,79.0,20.0,79.0,20.0,,
5908-001,,,75.0,17.0,,,,,,
5909-001,548.0,85.0,550.0,87.0,580.0,98.0,57.0,13.0,523.0,85.0
5911-001,725.0,121.0,366.0,64.0,457.0,84.0,173.0,30.0,284.0,54.0
5921-001,41.0,7.0,132.0,24.0,,,,,,
5922-001,,,,,,,,,,
5924-001,60.0,10.0,,,,,,,,
5926-001,,,,,,,,,,
5927-001,117.0,23.0,159.0,29.0,,,,,,
5928-001,,,,,,,,,,
5929-001,,,,,,,,,,
5930-001,,,,,,,,,,
5940-001,974.0,169.0,584.0,73.0,,,,,,
5941-001,,,380.0,76.0,1170.0,234.0,890.0,178.0,280.0,56.0
5942-001,,,1708.0,272.0,,,,,,
5943-001,215.0,67.0,215.0,67.0,,,,,,
5945-001,1392.0,240.0,1506.0,263.0,2076.0,358.0,506.0,87.0,1570.0,271.0
5946-001,3132.0,522.0,4884.0,814.0,744.0,124.0,,,744.0,124.0
5947-001,20.0,5.0,60.0,15.0,,,,,,
5949-001,1568.0,392.0,784.0,196.0,,,,,,
5959-001,,,,,,,,,,
5960-001,270.0,45.0,270.0,45.0,60.0,10.0,,,60.0,10.0
5961-001,269.0,51.0,278.0,54.0,79.0,17.0,79.0,17.0,,
5962-001,,,334.0,55.0,,,,,,
5963-001,14.0,3.0,13.0,4.0,10.0,2.0,10.0,2.0,,
5964-001,,,330.0,66.0,440.0,88.0,275.0,55.0,165.0,33.0
5965-001,,,,,,,,,,
5966-001,40.0,10.0,,,40.0,10.0,,,40.0,10.0
5978-001,170.0,34.0,170.0,34.0,,,,,,
5979-001,,,479.0,88.0,392.0,70.0,,,392.0,70.0
5980-001,32.0,8.0,78.0,34.0,,,,,,
5981-001,,,208.0,52.0,,,,,,
5982-001,,,,,,,,,,
5983-001,210.0,38.0,,,,,,,,
5984-001,585.0,105.0,583.0,104.0,336.0,57.0,60.0,10.0,276.0,47.0
5985-001,634.0,91.0,640.0,93.0,823.0,121.0,215.0,32.0,608.0,89.0
5997-001,40.0,8.0,40.0,8.0,,,,,,
5998-001,86.0,16.0,,,,,,,,
5999-001,,,180.0,36.0,,,,,,
6000-001,,,380.0,76.0,,,,,,
6001-001,,,238.0,48.0,406.0,82.0,406.0,82.0,,
6002-001,714.0,119.0,870.0,145.0,648.0,108.0,648.0,108.0,,
6003-001,,,432.0,93.0,24.0,4.0,24.0,4.0,,
6004-001,,,,,,,,,,
6016-001,,,,,,,,,,
6017-001,,,,,,,,,,
6018-001,70.0,14.0,62.0,12.0,,,,,,
6019-001,,,,,,,,,,
6020-001,,,,,,,,,,
6021-001,,,194.0,41.0,,,,,,
6022-001,,,,,,,,,,
6023-001,,,,,,,,,,
6035-001,214.0,36.0,,,,,,,,
6036-001,120.0,18.0,,,,,,,,
6037-001,114.0,19.0,114.0,19.0,,,,,,
6038-001,,,43.0,7.0,,,,,,
6039-001,,,192.0,32.0,,,,,,
6040-001,324.0,54.0,,,,,,,,
6041-001,180.0,36.0,180.0,36.0,,,,,,
6042-001,790.0,158.0,790.0,158.0,685.0,137.0,,,685.0,137.0
6054-001,,,,,,,,,,
6055-001,,,,,,,,,,
6056-001,,,,,,,,,,
6057-001,,,,,,,,,,
6058-001,,,,,,,,,,
6059-001,,,,,,,,,,
6060-001,,,,,,,,,,
6061-001,,,,,,,,,,
6074-001,456.0,94.0,200.0,40.0,,,,,,
6075-001,156.0,30.0,1140.0,206.0,948.0,174.0,948.0,174.0,,
6076-001,284.0,59.0,211.0,44.0,,,,,,
6077-001,400.0,80.0,400.0,80.0,20.0,4.0,20.0,4.0,,
6078-001,370.0,86.0,370.0,86.0,,,,,,
6079-001,16.0,16.0,70.0,38.0,,,,,,
6080-001,611.0,118.0,,,1222.0,236.0,611.0,118.0,611.0,118.0
6081-001,455.0,91.0,325.0,65.0,260.0,52.0,260.0,52.0,,
6092-001,,,166.0,34.0,,,,,,
6093-001,,,666.0,249.0,,,,,,
6094-001,1534.0,456.0,604.0,206.0,232.0,63.0,100.0,33.0,132.0,30.0
6095-001,539.0,77.0,3997.0,571.0,,,,,,
6096-001,232.0,58.0,232.0,58.0,,,,,,
6097-001,,,264.0,99.0,188.0,71.0,188.0,71.0,,
6098-001,142.0,31.0,173.0,67.0,10.0,7.0,10.0,7.0,,
6099-001,,,37.0,9.0,37.0,9.0,37.0,9.0,,
6111-001,889.0,179.0,889.0,179.0,,,,,,
6112-001,591.0,136.0,721.0,185.0,806.0,197.0,230.0,56.0,576.0,141.0
6113-001,442.0,145.0,,,,,,,,
6114-001,234.0,57.0,336.0,79.0,,,,,,
6115-001,220.0,72.0,220.0,72.0,,,,,,
6116-001,86.0,16.0,1116.0,197.0,86.0,16.0,,,86.0,16.0
6117-001,466.0,135.0,466.0,135.0,286.0,84.0,286.0,84.0,,
6118-001,,,475.0,130.0,,,,,,
6130-001,333.0,53.0,333.0,53.0,,,,,,
6131-001,735.0,147.0,735.0,147.0,,,,,,
6132-001,512.0,80.0,614.0,97.0,214.0,35.0,214.0,35.0,,
6133-001,344.0,70.0,407.0,83.0,,,,,,
6134-001,10.0,2.0,115.0,23.0,,,,,,
6135-001,436.0,109.0,436.0,109.0,,,,,,
6136-001,,,,,,,,,,
6137-001,770.0,110.0,3366.0,482.0,,,,,,
6149-001,24.0,24.0,,,20.0,20.0,,,20.0,20.0
6150-001,,,750.0,290.0,,,,,,
6151-001,,,288.0,82.0,218.0,64.0,218.0,64.0,,
6152-001,898.0,166.0,1474.0,272.0,210.0,38.0,210.0,38.0,,
6153-001,244.0,60.0,320.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
6154-001,53.0,13.0,161.0,42.0,,,,,,
6155-001,656.0,124.0,818.0,155.0,162.0,31.0,162.0,31.0,,
6156-001,,,957.0,321.0,238.0,82.0,66.0,25.0,172.0,57.0
6168-001,260.0,65.0,260.0,65.0,,,,,,
6169-001,,,904.0,94.0,221.0,23.0,,,221.0,23.0
6170-001,,,310.0,114.0,310.0,114.0,310.0,114.0,,
6171-001,266.0,63.0,2450.0,562.0,506.0,123.0,506.0,123.0,,
6172-001,13.0,5.0,463.0,74.0,113.0,25.0,113.0,25.0,,
6173-001,242.0,43.0,248.0,46.0,,,,,,
6174-001,120.0,16.0,124.0,24.0,144.0,42.0,144.0,42.0,,
6175-001,88.0,22.0,96.0,24.0,108.0,27.0,40.0,10.0,68.0,17.0
6187-001,502.0,123.0,557.0,136.0,,,,,,
6188-001,1086.0,171.0,1086.0,171.0,,,,,,
6189-001,711.0,145.0,711.0,145.0,,,,,,
6191-001,193.0,50.0,193.0,50.0,386.0,100.0,386.0,100.0,,
6192-001,,,92.0,92.0,,,,,,
6193-001,,,147.0,38.0,,,,,,
6194-001,711.0,111.0,717.0,112.0,31.0,5.0,31.0,5.0,,
6195-001,630.0,105.0,630.0,105.0,,,,,,
6206-001,521.0,90.0,755.0,138.0,,,,,,
6207-001,,,422.0,93.0,50.0,10.0,,,50.0,10.0
6208-001,243.0,49.0,213.0,43.0,,,,,,
6209-001,192.0,44.0,22.0,6.0,,,,,,
6210-001,956.0,200.0,728.0,154.0,379.0,81.0,168.0,36.0,211.0,45.0
6211-001,,,776.0,168.0,776.0,168.0,776.0,168.0,,
6212-001,781.0,134.0,679.0,117.0,,,,,,
6213-001,164.0,27.0,753.0,116.0,34.0,4.0,,,34.0,4.0
6225-001,,,,,,,,,,
6226-001,491.0,80.0,491.0,80.0,,,,,,
6227-001,15.0,10.0,36.0,22.0,,,,,,
6228-001,,,,,,,,,,
6229-001,,,,,,,,,,
6230-001,,,,,,,,,,
6231-001,,,,,,,,,,
6232-001,,,,,,,,,,
6244-001,730.0,143.0,552.0,108.0,,,,,,
6245-001,1347.0,217.0,1347.0,217.0,642.0,93.0,642.0,93.0,,
6246-001,858.0,186.0,,,,,,,,
6247-001,451.0,99.0,451.0,99.0,,,,,,
6248-001,336.0,84.0,336.0,84.0,92.0,23.0,92.0,23.0,,
6249-001,571.0,82.0,,,571.0,82.0,571.0,82.0,,
6250-001,366.0,132.0,0.0,0.0,508.0,176.0,508.0,176.0,0.0,0.0
6251-001,,,1052.0,278.0,674.0,171.0,674.0,171.0,,
6263-001,1953.0,279.0,1953.0,279.0,,,,,,
6264-001,1399.0,221.0,1569.0,255.0,1776.0,290.0,248.0,42.0,1528.0,248.0
6265-001,91.0,17.0,465.0,90.0,,,,,,
6266-001,,,273.0,38.0,112.0,14.0,56.0,7.0,56.0,7.0
6267-001,308.0,66.0,265.0,57.0,,,,,,
6268-001,615.0,127.0,615.0,127.0,972.0,196.0,972.0,196.0,,
6269-001,303.0,61.0,384.0,82.0,,,,,,
6270-001,832.0,167.0,189.0,38.0,312.0,63.0,312.0,63.0,,
6283-001,88.0,30.0,,,,,,,,
6284-001,,,,,,,,,,
6285-001,,,,,,,,,,
6286-001,,,,,,,,,,
6287-001,,,,,,,,,,
6288-001,,,,,,,,,,
6289-001,,,,,,,,,,
6290-001,,,,,,,,,,
6301-001,,,,,,,,,,
6302-001,548.0,138.0,,,,,,,,
6303-001,149.0,63.0,133.0,53.0,,,,,,
6304-001,,,,,,,,,,
6305-001,239.0,80.0,423.0,143.0,118.0,34.0,,,118.0,34.0
6306-001,,,788.0,184.0,,,,,,
6307-001,,,,,,,,,,
6308-001,148.0,34.0,195.0,41.0,,,,,,
6320-001,123.0,36.0,796.0,169.0,48.0,12.0,16.0,4.0,32.0,8.0
6321-001,31.0,19.0,98.0,44.0,,,,,,
6322-001,28.0,7.0,232.0,51.0,,,,,,
6323-001,,,,,,,,,,
6324-001,,,200.0,68.0,,,,,,
6325-001,396.0,110.0,391.0,120.0,,,,,,
6326-001,698.0,136.0,,,,,,,,
6328-001,397.0,151.0,,,,,,,,
6339-001,,,,,,,,,,
6340-001,222.0,59.0,,,,,,,,
6341-001,370.0,92.0,,,,,,,,
6342-001,,,,,,,,,,
6343-001,175.0,91.0,90.0,18.0,,,,,,
6344-001,109.0,59.0,107.0,71.0,,,,,,
6345-001,,,,,,,,,,
6346-001,128.0,41.0,96.0,24.0,88.0,22.0,,,88.0,22.0
6358-001,310.0,100.0,258.0,75.0,,,,,,
6359-001,8.0,2.0,10.0,3.0,,,,,,
6360-001,,,,,,,,,,
6361-001,361.0,107.0,,,,,,,,
6364-001,,,351.0,117.0,,,,,,
6365-001,24.0,12.0,20.0,10.0,,,,,,
6366-001,203.0,46.0,292.0,64.0,,,,,,
6368-001,,,,,,,,,,
6377-001,196.0,84.0,,,,,,,,
6378-001,331.0,119.0,,,,,,,,
6379-001,108.0,27.0,104.0,26.0,,,,,,
6380-001,236.0,54.0,,,,,,,,
6381-001,170.0,39.0,40.0,8.0,,,,,,
6382-001,130.0,36.0,,,,,,,,
6383-001,345.0,111.0,,,,,,,,
6384-001,,,204.0,78.0,,,,,,
6396-001,321.0,107.0,,,,,,,,
6397-001,,,,,,,,,,
6398-001,,,,,,,,,,
6399-001,,,584.0,84.0,,,,,,
6400-001,,,,,,,,,,
6401-001,,,,,,,,,,
6402-001,27.0,15.0,,,,,,,,
6403-001,,,,,,,,,,
6415-001,880.0,110.0,728.0,91.0,,,,,,
6416-001,,,303.0,71.0,317.0,81.0,153.0,41.0,164.0,40.0
6417-001,,,541.0,65.0,,,,,,
6418-001,,,324.0,84.0,,,,,,
6419-001,688.0,70.0,688.0,70.0,,,,,,
6420-001,54.0,20.0,108.0,40.0,108.0,40.0,54.0,20.0,54.0,20.0
6421-001,452.0,54.0,420.0,50.0,,,,,,
6422-001,656.0,79.0,1172.0,147.0,,,,,,
6434-001,154.0,28.0,154.0,28.0,,,,,,
6435-001,,,,,,,,,,
6436-001,,,280.0,28.0,,,,,,
6437-001,,,,,,,,,,
6438-001,,,,,,,,,,
6439-001,171.0,30.0,171.0,30.0,,,,,,
6440-001,,,,,,,,,,
6441-001,652.0,84.0,,,,,,,,
6454-001,846.0,302.0,919.0,328.0,,,,,,
6455-001,972.0,127.0,687.0,118.0,167.0,69.0,55.0,55.0,112.0,14.0
6456-001,268.0,47.0,268.0,47.0,,,,,,
6457-001,63.0,21.0,93.0,31.0,,,,,,
6458-001,443.0,52.0,479.0,56.0,,,,,,
6459-001,564.0,141.0,564.0,141.0,,,,,,
6461-001,420.0,84.0,410.0,82.0,290.0,58.0,290.0,58.0,,
6464-001,382.0,73.0,410.0,80.0,640.0,130.0,640.0,130.0,,
6472-001,112.0,16.0,112.0,16.0,,,,,,
6473-001,,,108.0,42.0,54.0,21.0,,,54.0,21.0
6474-001,133.0,33.0,117.0,28.0,,,,,,
6476-001,182.0,66.0,181.0,65.0,336.0,108.0,336.0,108.0,,
6477-001,222.0,60.0,238.0,76.0,343.0,118.0,343.0,118.0,,
6478-001,156.0,20.0,156.0,20.0,304.0,38.0,152.0,19.0,152.0,19.0
6479-001,204.0,36.0,106.0,22.0,8.0,3.0,,,8.0,3.0
6483-001,17.0,11.0,17.0,11.0,10.0,6.0,10.0,6.0,,
6491-001,786.0,118.0,393.0,59.0,,,,,,
6492-001,807.0,119.0,596.0,87.0,399.0,58.0,399.0,58.0,,
6493-001,210.0,42.0,245.0,49.0,,,,,,
6494-001,330.0,48.0,165.0,24.0,,,,,,
6495-001,23.0,12.0,28.0,16.0,,,,,,
6496-001,372.0,80.0,376.0,84.0,,,,,,
6497-001,312.0,46.0,312.0,46.0,,,,,,
6498-001,330.0,43.0,330.0,43.0,,,,,,
6510-001,544.0,162.0,544.0,162.0,210.0,57.0,210.0,57.0,,
6512-001,304.0,38.0,288.0,36.0,,,,,,
6513-001,,,,,,,,,,
6514-001,109.0,29.0,110.0,30.0,,,,,,
6515-001,539.0,102.0,457.0,96.0,,,,,,
6516-001,,,,,,,,,,
6517-001,1263.0,150.0,2626.0,310.0,,,,,,
6519-001,,,877.0,89.0,,,,,,
6529-001,,,,,,,,,,
